,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
3168,Hypertension , headache, chest_pain, dizziness, loss_of_balance
3169,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3170,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3171,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
3172,Jaundice,itching, vomiting, fatigue, weight_loss
3173,Malaria, chills, vomiting, high_fever, sweating
3174,Chicken pox,itching, skin_rash, fatigue, lethargy
3175,Dengue, skin_rash, chills, joint_pain, vomiting
3176,Typhoid, chills, vomiting, fatigue, high_fever
3177,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
3178,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
3179,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
3180,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
3181,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
3182,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3183,Tuberculosis, chills, vomiting, fatigue, weight_loss
3184,Common Cold, continuous_sneezing, chills, fatigue, cough
3185,Pneumonia, chills, fatigue, cough, high_fever
3186,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3187,Heart attack, vomiting, breathlessness, sweating, chest_pain
3188,Varicose veins, fatigue, cramps, bruising, obesity
3189,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3190,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
3191,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3192,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
3193,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3194,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
3195,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3196,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3197,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3198,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3199,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3200,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3201,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3202,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
3203,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3204,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
3205,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3206,Diabetes , fatigue, weight_loss, restlessness, lethargy
3207,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3208,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
3209,Hypertension , headache, chest_pain, dizziness, loss_of_balance
3210,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3211,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3212,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
3213,Jaundice,itching, vomiting, fatigue, weight_loss
3214,Malaria, chills, vomiting, high_fever, sweating
3215,Chicken pox,itching, skin_rash, fatigue, lethargy
3216,Dengue, skin_rash, chills, joint_pain, vomiting
3217,Typhoid, chills, vomiting, fatigue, high_fever
3218,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
3219,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
3220,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
3221,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
3222,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
3223,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3224,Tuberculosis, chills, vomiting, fatigue, weight_loss
3225,Common Cold, continuous_sneezing, chills, fatigue, cough
3226,Pneumonia, chills, fatigue, cough, high_fever
3227,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3228,Heart attack, vomiting, breathlessness, sweating, chest_pain
3229,Varicose veins, fatigue, cramps, bruising, obesity
3230,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3231,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
3232,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3233,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
3234,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3235,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
3236,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3237,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3238,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3239,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3240,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3241,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3242,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3243,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
3244,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3245,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
3246,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3247,Diabetes , fatigue, weight_loss, restlessness, lethargy
3248,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3249,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
3250,Hypertension , headache, chest_pain, dizziness, loss_of_balance
3251,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3252,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3253,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
3254,Jaundice,itching, vomiting, fatigue, weight_loss
3255,Malaria, chills, vomiting, high_fever, sweating
3256,Chicken pox,itching, skin_rash, fatigue, lethargy
3257,Dengue, skin_rash, chills, joint_pain, vomiting
3258,Typhoid, chills, vomiting, fatigue, high_fever
3259,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
3260,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
3261,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
3262,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
3263,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
3264,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3265,Tuberculosis, chills, vomiting, fatigue, weight_loss
3266,Common Cold, continuous_sneezing, chills, fatigue, cough
3267,Pneumonia, chills, fatigue, cough, high_fever
3268,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3269,Heart attack, vomiting, breathlessness, sweating, chest_pain
3270,Varicose veins, fatigue, cramps, bruising, obesity
3271,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3272,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
3273,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3274,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
3275,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3276,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
3277,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3278,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3279,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3280,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3281,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3282,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3283,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3284,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
3285,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3286,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
3287,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3288,Diabetes , fatigue, weight_loss, restlessness, lethargy
3289,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3290,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
3291,Hypertension , headache, chest_pain, dizziness, loss_of_balance
3292,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3293,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3294,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
3295,Jaundice,itching, vomiting, fatigue, weight_loss
3296,Malaria, chills, vomiting, high_fever, sweating
3297,Chicken pox,itching, skin_rash, fatigue, lethargy
3298,Dengue, skin_rash, chills, joint_pain, vomiting
3299,Typhoid, chills, vomiting, fatigue, high_fever
3300,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
3301,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
3302,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
3303,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
3304,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
3305,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3306,Tuberculosis, chills, vomiting, fatigue, weight_loss
3307,Common Cold, continuous_sneezing, chills, fatigue, cough
3308,Pneumonia, chills, fatigue, cough, high_fever
3309,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3310,Heart attack, vomiting, breathlessness, sweating, chest_pain
3311,Varicose veins, fatigue, cramps, bruising, obesity
3312,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3313,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
3314,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3315,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
3316,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3317,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
3318,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3319,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3320,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3321,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3322,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3323,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3324,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3325,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
3326,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3327,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
3328,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3329,Diabetes , fatigue, weight_loss, restlessness, lethargy
3330,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3331,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
3332,Hypertension , headache, chest_pain, dizziness, loss_of_balance
3333,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3334,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3335,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
3336,Jaundice,itching, vomiting, fatigue, weight_loss
3337,Malaria, chills, vomiting, high_fever, sweating
3338,Chicken pox,itching, skin_rash, fatigue, lethargy
3339,Dengue, skin_rash, chills, joint_pain, vomiting
3340,Typhoid, chills, vomiting, fatigue, high_fever
3341,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
3342,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
3343,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
3344,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
3345,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
3346,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3347,Tuberculosis, chills, vomiting, fatigue, weight_loss
3348,Common Cold, continuous_sneezing, chills, fatigue, cough
3349,Pneumonia, chills, fatigue, cough, high_fever
3350,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3351,Heart attack, vomiting, breathlessness, sweating, chest_pain
3352,Varicose veins, fatigue, cramps, bruising, obesity
3353,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3354,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
3355,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3356,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
3357,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3358,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
3359,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3360,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3361,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3362,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3363,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3364,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3365,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3366,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
3367,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3368,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
3369,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3370,Diabetes , fatigue, weight_loss, restlessness, lethargy
3371,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3372,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
3373,Hypertension , headache, chest_pain, dizziness, loss_of_balance
3374,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3375,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3376,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
3377,Jaundice,itching, vomiting, fatigue, weight_loss
3378,Malaria, chills, vomiting, high_fever, sweating
3379,Chicken pox,itching, skin_rash, fatigue, lethargy
3380,Dengue, skin_rash, chills, joint_pain, vomiting
3381,Typhoid, chills, vomiting, fatigue, high_fever
3382,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
3383,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
3384,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
3385,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
3386,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
3387,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3388,Tuberculosis, chills, vomiting, fatigue, weight_loss
3389,Common Cold, continuous_sneezing, chills, fatigue, cough
3390,Pneumonia, chills, fatigue, cough, high_fever
3391,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3392,Heart attack, vomiting, breathlessness, sweating, chest_pain
3393,Varicose veins, fatigue, cramps, bruising, obesity
3394,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3395,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
3396,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3397,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
3398,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3399,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
3400,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3401,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3402,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3403,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3404,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3405,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3406,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3407,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
